'NOFACTURA','FECHA','NOVENTA','RFCCLIENTE'
21788,14/01/12,461815,'HEHL771123H13'
21789,17/02/15,66776,'DIBE770624D50'
21790,14/02/17,424008,'FECA820225FEC'
21791,22/12/11,467193,'SADM080309S16'
21792,10/08/14,453634,'CALM750521C17'
21793,26/06/12,403715,'GARN730506R12'
21794,09/09/12,553468,'DEME470714M11'
21795,22/10/11,239555,'ORBN420309B6'
21796,20/06/13,127078,'MOAP850614M28'
21797,09/02/17,475827,'ALAA961119ALA'
21798,18/12/16,437678,'DICH840725D40'
21799,23/03/11,257619,'IBPM431015P21'
21800,02/10/10,523170,'IGFM690223I27'
21801,18/03/16,299798,'SOFR800403F42'
21802,11/11/11,23574,'ANPG891108P8'
21803,10/06/16,335163,'JIGA610610G41'
21804,29/06/14,233445,'LAX981104LAX'
21805,16/11/16,366868,'CRSM761229S54'
21806,28/10/12,301923,'MARI770712M28'
21807,18/07/11,65283,'ALDE550601D7'
21808,02/07/10,512884,'CACA770321C0'
21809,05/09/14,500299,'IZAM620918A19'
21810,08/07/10,94225,'RUFR010813R13'
21811,05/06/13,241729,'SACE900626SAC'
21812,15/08/13,106257,'LONA491022N36'
21813,06/02/13,232661,'MARP770914M15'
21814,18/04/16,318769,'HISP870614H23'
21815,29/05/14,246026,'VEFS861225VEF'
21816,15/03/15,105411,'CRHL880402C29'
21817,23/07/14,67877,'MAMI621108M45'
21818,11/03/16,9923,'VEGJ620820G3'
21819,08/05/15,160900,'COMG950428COM'
21820,07/10/14,133727,'VEHN590609H26'
21821,30/06/13,426155,'MASM501212S41'
21822,10/09/12,87798,'FUJM670329J25'
21823,29/01/13,111640,'GAPG500413P35'
21824,29/05/15,294973,'MAVI650227M42'
21825,29/02/16,370074,'DIIA960204D42'
21826,27/08/15,287659,'SUMG940220S31'
21827,24/12/15,412447,'MOON750603O18'
21828,21/05/16,409757,'SABM830902B3'
21829,24/04/16,485629,'RUAS650318A4'
21830,19/01/12,44375,'OLBP660924B44'
21831,26/06/16,318982,'CONJ610624CON'
21832,13/11/16,194549,'BAZ701225BAZ'
21833,06/10/10,145500,'GOAE850603A20'
21834,08/09/16,92446,'CALM420216L41'
21835,01/02/17,464613,'DEPL940106D10'
21836,05/11/16,280802,'CRGE730821G9'
21837,19/06/14,177348,'GIEM860819E18'
21838,10/09/13,958,'FLUR631009U28'
21839,04/04/17,517937,'VERA601114R10'
21840,23/11/12,310514,'MAGJ770401M4'
21841,02/10/16,464310,'ESVC741102E4'
21842,07/10/11,426292,'ROAH540215A4'
21843,28/10/13,562885,'GUML860906G10'
21844,28/07/10,43587,'CANM940107C55'
21845,03/05/12,99666,'VAFJ080127V19'
21846,07/05/14,100849,'HIAM071024H43'
21847,11/05/13,163305,'RAMA460112M56'
21848,29/04/11,132917,'PAEC840306P12'
21849,05/12/12,536,'HIPK600206P12'
21850,04/10/15,159835,'ALSN890618S53'
21851,18/06/12,30743,'ORHE931121O15'
21852,19/02/17,500032,'VIDA920511V29'
21853,17/05/14,418660,'HIMA480510M24'
21854,02/08/14,383954,'DELN500116L44'
21855,24/01/12,391734,'PADA430602D32'
21856,07/08/16,282740,'GOJU070928G29'
21857,21/11/10,151088,'SAL101011SAL'
21858,01/07/11,412406,'ROGA540613G25'
21859,25/03/16,253,'ROSJ660918S15'
21860,13/03/11,83314,'OLCR630509O55'
21861,07/01/15,98032,'PAID701129PAI'
21862,12/10/10,399611,'VIGM591006G45'
21863,21/09/14,559202,'COME900330C14'
21864,04/06/14,168028,'VACJ861109V30'
21865,21/03/12,120006,'SAHN411215H1'
21866,16/01/14,70476,'ALAL700721A11'
21867,17/02/15,440513,'FEDR700408F37'
21868,17/03/17,491524,'IMP951126VPN'
21869,23/05/15,194370,'COCE060617COC'
21870,13/06/13,196676,'FUCI030905FUC'
21871,18/08/15,484400,'SOMS941101S47'
21872,04/03/11,53908,'JICN030809J49'
21873,02/02/16,75589,'MAUV620417U3'
21874,01/12/10,377831,'SAPO031210S34'
21875,24/08/10,378420,'MORI480915R2'
21876,13/05/13,559518,'MODM570513D55'
21877,17/05/14,269125,'CAVJ981111C15'
21878,27/02/15,436803,'ROPR991202R21'
21879,26/12/10,47182,'SAVJ031127S45'
21880,28/04/15,1118,'ESFA681006F45'
21881,15/12/13,374662,'VAHS940926V29'
21882,04/10/11,374006,'VENO040804V13'
21883,06/10/12,172422,'CAGD650324C33'
21884,09/04/14,98654,'BLME010919B46'
21885,16/08/10,19651,'CACM650623C29'
21886,17/02/12,216705,'CAMD811016M9'
21887,04/12/13,355175,'PECL880226P48'
21888,28/10/11,489026,'DIRA970725D59'
21889,16/08/12,416001,'LOMA670216M42'
21890,12/06/10,432216,'DESN670210S20'
21891,18/12/11,211591,'BAMF810830B23'
21892,01/02/10,210985,'BAFD630617F10'
21893,27/11/15,34438,'NASI550903S48'
21894,22/10/11,419861,'PANE090517PAN'
21895,29/12/10,119807,'MOFA961030M6'
21896,13/12/14,245365,'HISJ861108S40'
21897,10/12/12,268049,'PIMO940922PIM'
21898,19/11/12,430831,'CORM971112C42'
21899,10/05/10,138779,'GUPA721001G12'
21900,18/09/16,293948,'FERB610108R26'
21901,19/05/12,303944,'GASN431011S44'
21902,11/04/16,14610,'GAGJ440324G55'
21903,22/11/15,535633,'HEL061013HEL'
21904,13/06/10,149612,'SAIE560807I3'
21905,05/09/13,15394,'BAPA680624P25'
21906,16/10/10,317964,'GAVO670119V14'
21907,07/01/11,451570,'RADE610702R38'
21908,15/05/12,234827,'SOAP821118A55'
21909,26/12/16,365018,'HOT031118ULC'
21910,01/06/14,348067,'LONE760805L11'
21911,02/06/15,197443,'OLRB761006R35'
21912,12/06/16,308374,'GOCB751125G27'
21913,15/07/15,170329,'GUGA890408G0'
21914,09/04/13,562479,'DIGJ660827G25'
21915,27/11/15,56942,'PAPA840531P42'
21916,03/01/12,68051,'AGBA780511B24'
21917,12/09/11,116860,'CORI501028R20'
21918,17/04/15,416080,'OLDI030628O58'
21919,09/04/15,541205,'CAAA710222C22'
21920,07/09/13,29164,'ARCM051120ARC'
21921,04/10/15,54255,'BUAA990603B32'
21922,18/08/13,392799,'CACL921128CAC'
21923,16/07/10,110000,'MIVA761128M12'
21924,27/12/16,428533,'GOMR661107M5'
319,05/06/10,240722,'SOCA681129S17'
320,25/07/15,191022,'MEVA811122M41'
321,06/07/10,153910,'SAQB620408Q30'
322,14/11/10,305617,'SAMR790819M11'
323,07/08/10,367025,'PAPA900611P41'
324,08/07/12,267685,'FLMG020914F51'
325,29/12/16,192339,'CAOE520103O7'
326,19/07/10,420789,'MARF930808M21'
327,09/03/14,213695,'VAMA040915V44'
328,28/01/10,230913,'PAAJ960624P19'
329,16/10/10,306959,'DELK040830DEL'
330,14/04/11,470050,'VIMS800225V0'
331,11/05/15,398152,'HIOS681116O3'
332,29/04/11,14162,'ALBF041102A15'
333,23/06/14,454136,'MOLR430803L32'
334,29/01/15,88809,'SAMM680213S3'
335,07/03/16,465733,'RUNM930408RUN'
336,10/07/13,445296,'JIDP640309J34'
337,03/04/10,149821,'LUVA470406V24'
338,12/03/17,386746,'LODJ980627L0'
339,25/06/12,174734,'MANG780529M23'
340,20/07/16,246645,'FLRL461117R51'
341,04/06/14,224037,'VADM101017VAD'
342,09/02/15,238346,'MOSE701202MOS'
343,15/12/14,423898,'HEPA790308H27'
344,06/03/14,232467,'ROSA990919R1'
345,18/03/12,204290,'GOBJ681024B8'
346,22/10/13,241168,'CRGM930424C56'
347,20/03/16,256450,'VEAE670512A55'
348,24/01/10,393248,'MOGD720512M47'
349,17/05/13,131982,'MAOJ980928MAO'
350,24/11/10,223051,'GUNE400710N53'
351,10/01/14,213990,'HEAO991128H56'
352,27/09/11,186709,'VISS611011V22'
353,08/03/15,308666,'COVA640223C26'
354,08/07/16,396840,'ESSC600812S29'
355,19/06/11,199608,'COMS431002M41'
356,22/06/15,42378,'ARHA900622A9'
357,19/10/13,521057,'GACA070222G58'
358,03/12/16,412125,'LOPN840330P43'
359,27/06/14,443009,'SAAI760611A7'
360,26/04/15,233812,'ZURC580203R27'
361,13/11/12,77280,'PAGA621109P4'
362,06/06/13,436202,'VAHM100203V11'
363,27/03/14,189832,'MASS920806M22'
364,16/12/15,136317,'MACH690426M3'
365,05/11/15,213020,'GACA710923G16'
366,10/09/10,120578,'CAVE961115C8'
367,04/11/13,259376,'VAME090816V7'
368,17/01/15,317813,'ALCM470513C48'
369,21/08/10,335832,'ESC940104YSO'
370,24/10/12,508385,'DOME961015D40'
371,03/07/10,145476,'ELX900426ELX'
372,18/08/13,155398,'SOSG630703S48'
373,01/08/13,80514,'CAVR700812CAV'
374,06/08/16,221061,'GUBJ040921G42'
375,25/01/16,320189,'LOGE900205L30'
376,05/06/16,222908,'FIHM610302F41'
377,17/01/16,249329,'LLFD420824F16'
378,29/09/15,359819,'OLAF611029A37'
379,01/08/13,346213,'ALAV661002A37'
380,17/06/15,51599,'UBMS640703M19'
381,22/05/12,395714,'REAS681203A12'
382,25/08/14,220030,'COSJ460205S36'
383,12/01/10,196235,'MABD910816M55'
587,30/05/12,306151,'MAMH700715M23'
588,07/06/13,560421,'BNN930107OET'
589,21/03/14,459117,'FUCJ040529F13'
590,05/05/10,397191,'RAHO650722H17'
591,17/11/11,321898,'MAPS551129P42'
592,09/06/12,442721,'SMA080314GVV'
593,30/09/10,208737,'BURG460522R40'
594,29/10/15,151849,'HELS061018H57'
595,25/11/11,122580,'CAAA080409CAA'
596,07/01/17,231568,'SURL940817S7'
597,26/06/15,516763,'VIPJ410227P15'
598,01/06/15,296799,'HEIE691101I36'
599,24/02/12,516574,'ANEE710918ANE'
600,31/10/13,53805,'CEMM690429M45'
601,11/03/16,302543,'ESP061025PXT'
602,05/06/12,461780,'SANY670709N42'
603,04/10/16,107558,'ALVR941125A31'
604,15/05/12,273284,'SAAM610204A34'
605,29/02/16,537196,'DEMJ690715M45'
606,08/06/13,308366,'GORR810612R55'
607,11/11/12,8,'ESC900417LET'
608,24/11/12,45037,'ALNI491225N54'
609,19/11/14,336903,'VAMJ990425VAM'
610,02/09/11,317829,'LOJJ791127L51'
611,17/03/10,203172,'RUBE920510R43'
612,18/01/11,316290,'NEGN720913N20'
613,02/09/13,332787,'MAMG740909M7'
614,04/06/14,253569,'DEOM450622O17'
615,19/02/15,61778,'GULR830912L34'
616,26/07/14,388577,'ANAD530307A1'
617,27/04/15,208489,'GAPB680110P33'
618,28/10/16,561917,'DIVM560508V5'
619,15/10/13,563136,'SABI870928S29'
620,23/01/11,254887,'CADF920811CAD'
621,18/06/11,147191,'UNI981021LAM'
622,29/08/14,14414,'FULM780206F34'
623,09/03/17,422917,'DUL861001FAM'
624,07/11/15,127332,'ROPG991128R10'
625,21/11/14,417676,'BAIH600402I14'
626,28/02/17,398177,'GAAL750925G22'
627,05/07/15,414475,'PICO681127P7'
628,11/09/10,162813,'SACM790310S0'
629,09/06/11,307468,'YEMF980903Y26'
630,17/10/16,350723,'VESI980603V26'
631,06/09/12,194763,'RODC820822R35'
632,25/10/12,208122,'VAMV000510V10'
633,15/10/13,322318,'ESGF660130G21'
634,17/12/15,470430,'OLMS811011O54'
635,26/10/11,148240,'FEAG640801F23'
636,11/11/16,242654,'SACP450215C4'
637,28/10/14,286855,'DESE581004S26'
638,10/07/13,204818,'ORDG030605O56'
639,21/01/15,394358,'MAGN740609MAG'
640,31/05/12,183734,'VEBA040412V58'
641,30/12/11,76675,'VAPJ600219V42'
642,29/09/10,160630,'MOAI070510M10'
643,15/06/13,224759,'POCM640806C19'
644,08/03/15,318116,'GAME790222G12'
645,25/06/10,94386,'VESR690901V21'
646,26/02/13,211804,'GOPT740109GOP'
647,01/08/10,65915,'DELK870922D26'
648,04/12/13,102610,'POCI670112POC'
649,02/06/16,460269,'RUFA040521R34'
650,09/06/14,530933,'HICP410128C5'
651,13/02/11,118637,'GOYJ700619Y42'
652,30/08/15,142155,'NEME621219N39'
653,02/05/12,159355,'ALCL941021ALC'
654,21/10/12,311335,'GOOM860718O34'
655,03/11/15,39226,'DOHN470221H17'
656,16/02/17,384086,'TRA090622NUS'
657,05/11/12,543692,'CAUA440421U1'
658,08/01/11,30311,'VISL670926S7'
659,06/09/10,130129,'JUGC440423G58'
660,02/04/11,282832,'DILI810121D8'
661,16/02/15,454701,'ROML770822M23'
662,01/05/14,362989,'GOMA840331G59'
663,10/11/11,391859,'GONN410908N21'
664,20/02/15,136709,'LUMH860702L18'
665,07/02/11,131809,'FRRI910619F11'
666,10/06/13,35131,'VAAA671027A16'
667,09/09/11,414765,'LISN670728S37'
668,27/08/10,11002,'BALS460213L21'
669,04/08/14,427267,'REHL980329R49'
670,16/03/12,43437,'ROLA620111ROL'
671,13/09/13,519287,'MOMA650121M8'
672,21/08/10,243049,'GALA640624L7'
673,02/09/15,210900,'CAR871105CAR'
674,08/07/14,186519,'GIAM900225G18'
675,01/04/12,291733,'PESJ001125PES'
676,11/01/14,427565,'SALA800809L45'
677,21/02/11,89546,'GIPU661215P36'
678,18/07/13,342895,'GOMB720413G10'
679,27/02/13,533568,'PAPA751015P33'
680,27/04/12,249787,'SAFI770216SAF'
681,08/12/13,319382,'SAMN790312M36'
682,21/07/11,439714,'VAAR800528V21'
683,14/11/13,227983,'FUMA890903M54'
684,26/05/15,560547,'MOEC750822E17'
685,29/08/12,25919,'DIVV671117D22'
686,04/03/16,107387,'CAIA770820I29'
687,24/02/13,203136,'BASA990725B10'
688,31/08/14,12655,'ARAP900321A35'
689,23/08/15,273364,'LLOH911119L17'
690,21/03/10,60722,'LEMA870519M37'
691,30/12/14,490148,'SASJ520714S59'
692,11/02/15,381621,'RORO020526R57'
693,05/05/14,273410,'LOMI870219M35'
694,29/10/13,91850,'QUCG690603C20'
695,28/03/16,452161,'SOCS631126C45'
696,15/06/16,445400,'AGCM730515A45'
697,13/01/12,420102,'VAMM070322V40'
698,27/05/12,150565,'REGY891101G29'
699,02/12/16,271003,'HIPA861206P41'
700,19/07/11,289103,'PISP760130P28'
701,20/12/12,300457,'SOPV950429S22'
702,29/06/14,98605,'SAMN910713S6'
703,07/12/14,126423,'HEPJ710424H14'
704,25/02/15,550803,'SOHA950928S50'
705,10/05/15,399507,'VIOM650816V10'
706,06/02/15,400984,'DIMD600818M1'
707,07/01/14,207357,'GUAJ850814A7'
708,22/02/11,209045,'GUUR840619G54'
709,18/03/12,253336,'ORNL910701O25'
710,31/07/16,135916,'GYM810529MYN'
711,03/09/10,205738,'COSS610328S26'
712,12/10/13,20954,'PEVN060410P8'
713,17/08/14,61178,'NABA750525N41'
714,30/03/12,438583,'ESBU910928E3'
715,14/04/10,164069,'GUBI610613B49'
716,02/03/16,67818,'NUFI750725F58'
717,21/12/13,480004,'MOFT960328M5'
718,02/09/16,96644,'PEAM740427P40'
719,13/05/12,514951,'COUR690313U48'
720,29/06/11,115588,'VIRA620731V12'
721,09/10/12,353831,'SOVL670805S32'
722,30/12/10,159344,'GOCE620328C56'
723,17/11/14,53296,'JICM650921C11'
724,18/09/11,482597,'PECR001029P25'
3760,23/04/13,248957,'MOBM630614M56'
3761,12/05/16,358463,'PRAA500826A47'
3762,27/11/13,457865,'VASJ611014S28'
3763,28/03/14,63601,'DENR820430D26'
3764,12/02/16,45992,'MECH980414M3'
3765,04/01/16,429311,'GAAI930517G27'
3766,21/07/15,262964,'OLDA650705D35'
3767,31/01/10,344771,'GUPH630328P36'
3768,27/08/12,143481,'ALSO570209S49'
3769,20/08/11,349335,'PRO020510PRO'
3770,21/09/15,383291,'SOGG770523G29'
3771,02/07/10,339624,'DOFO540521F3'
3772,20/04/15,467656,'GAZG880412G26'
3773,18/06/11,423380,'DEFI650314F31'
3774,30/05/11,71274,'ALDE901007A13'
3775,15/04/14,516952,'VARE080730V6'
3776,28/04/14,263462,'RAGS840918G39'
3777,19/03/11,403289,'CER880727FWO'
3778,14/04/10,190016,'BUOD560804O11'
3779,27/03/12,74086,'REPI910121R14'
3780,15/10/14,374802,'CABJ621112C10'
3781,06/03/12,317630,'PERE950514P32'
3782,17/01/10,423989,'HEUP100224HEU'
3783,06/02/10,93075,'NACM600529N13'
3784,19/01/17,147740,'LLAM600327A25'
3785,22/02/16,159333,'NUSJ610330S37'
3786,10/06/16,437015,'LERA480514R37'
3787,11/03/11,551139,'CAHV990729C54'
3788,05/09/12,521422,'OLMC640219M10'
3789,07/11/10,91678,'GABH670708B7'
3790,03/05/12,560055,'SUAE850310S11'
3791,26/03/15,291635,'HEFE611105F7'
3792,31/10/14,324317,'ALAG970722A21'
3793,01/04/15,313308,'ALDB650912D35'
3794,08/07/11,261840,'URME080422URM'
3795,17/03/15,108160,'VAME960218V55'
3796,25/08/13,242977,'AGMB480730M35'
3797,27/01/11,428660,'PISN830531S16'
3798,02/10/16,243512,'IBIR971212I17'
3799,22/07/10,512091,'GUHV560215H49'
3800,16/07/16,108308,'NAGA620524N33'
3801,16/03/10,5007,'COOJ940617C20'
3802,27/03/12,417818,'CAAN651028A36'
3803,08/03/11,300284,'SAMA730108S19'
3804,24/12/12,17696,'JULA510829L8'
3805,03/08/16,343677,'CAML620719M14'
3806,14/10/14,358267,'GUNN790713G9'
3807,18/11/11,20957,'ALSA960514ALS'
3808,30/08/12,423497,'CAUA810204U44'
3809,13/10/10,176333,'DEAY100408D12'
3810,06/08/10,449175,'VEAO061029V17'
3811,15/10/10,86234,'BOGE840615BOG'
3812,07/11/15,88370,'SUJI780310S1'
3813,29/07/10,126551,'BRPS491016P36'
3814,27/04/10,45125,'GAEJ821120GAE'
3815,02/03/15,548058,'SAAE960916S30'
3816,28/07/12,272066,'PEMJ770317P20'
3817,20/05/15,526458,'INJ910720YEU'
3818,09/04/12,555451,'CAMD940930C25'
3819,30/11/14,492506,'RAME640217M13'
3820,15/12/16,99455,'CAMS790808M40'
3821,13/07/11,480196,'MOMF090723M16'
3822,24/10/11,468103,'ALI891018ALI'
3823,01/02/15,45733,'GUVD470811V25'
3824,29/09/12,271341,'HECJ070725H21'
3825,09/04/11,287653,'SOAA020919S56'
3826,24/09/14,556455,'RONF670512N16'
3827,27/10/13,92176,'SODH621220S18'
3828,09/04/16,153084,'SAVC760303V44'
3829,03/09/12,166898,'BRSB920131B37'
3830,21/03/11,346617,'NEPM760608P4'
3831,31/12/11,120436,'PEMA030215P24'
3832,16/05/15,297321,'SASG710403S44'
3833,01/02/16,316055,'PIMA460616M20'
3834,24/12/16,262297,'VAMJ820929V11'
3835,19/12/10,82363,'NUOR880419N10'
3836,28/03/13,342354,'HINO650618H54'
3837,06/05/12,254891,'MOAG730419MOA'
3838,22/07/13,97954,'MADA621201D58'
3839,20/07/10,91360,'SER810324LSZ'
3840,17/03/13,7096,'CAPR420309P38'
3841,03/10/16,188319,'CAIR750625I16'
3842,02/03/15,24085,'MARC870219M23'
3843,14/12/14,442827,'MUPO660410M21'
3844,17/09/10,175867,'SAHA960202S41'
3845,30/11/14,354594,'PAR700531PAR'
3846,07/09/12,258538,'FICH770413F29'
3847,07/10/12,538306,'PANP690925P37'
3848,27/09/10,1156,'SARE661110S52'
3849,15/04/14,48409,'MARM751017M50'
3850,01/06/10,130268,'BECV050518B21'
3851,13/07/12,519531,'ARAR490605A55'
3852,06/05/14,116772,'BEGK911110B54'
3853,19/02/10,249446,'BACN640822C42'
3854,18/08/10,446154,'MAEH730703E33'
3855,13/09/16,460766,'DUCX770412D56'
3856,16/08/16,101609,'CRMA831002M11'
3857,14/08/13,474405,'COML670429C14'
3858,24/01/11,23480,'ROHC890603R20'
3859,18/07/14,298012,'LOST640624L16'
3860,31/10/13,459717,'GUSL851214S57'
3861,30/01/10,102828,'RADS710203R58'
3862,14/09/10,187180,'BODG550624D42'
3863,17/02/17,474770,'JOBA780209B12'
3864,16/04/15,287978,'ORHJ610525H42'
3865,09/02/16,323535,'PADJ610406D34'
3866,10/11/15,136354,'URLR630525L54'
3867,09/01/13,281576,'SIN961007HSF'
3868,05/04/16,426860,'SOLV870213L36'
3869,14/08/13,96989,'DELH870726L52'
3870,18/09/14,174831,'GOLA900222L21'
3871,21/04/13,83840,'HECA800813H18'
3872,02/09/14,551013,'URBM051103URB'
3873,10/08/15,271811,'ROLS640316L51'
3874,02/01/15,302719,'HEAA990526H9'
3875,14/10/15,417605,'PIDA830823P29'
3876,18/01/12,558661,'MAPT730216M41'
3877,01/06/11,533539,'FLUL550522U27'
3878,04/07/11,525245,'RAM020704WCL'
3879,14/02/13,285541,'URLA651102L49'
3880,23/07/13,102197,'ALAA831127ALA'
3881,17/09/12,186223,'CAFL711129F39'
3882,02/11/13,205747,'GUCM610508C45'
3883,26/08/10,240187,'SUVA440604V31'
3884,25/10/11,26310,'SADO600920D4'
3885,17/03/15,219017,'CACF770216C31'
3886,22/05/11,248098,'MOME810907M38'
3887,25/11/11,154930,'SADD840320SAD'
3888,28/12/14,288803,'COSJ641103S58'
3889,24/02/14,157717,'DEMM680109M18'
3890,11/12/12,32460,'VAFD750213VAF'
3891,05/02/15,454994,'CAMD750121C25'
3892,04/12/14,316620,'ROLM671105ROL'
3893,05/09/16,33885,'GUIO530514I17'
3894,13/01/11,64994,'PANA010509P52'
3895,09/01/17,318240,'CAVA031016C55'
3896,21/11/12,97751,'HEGA760921H55'
3897,27/04/12,230299,'VEBM800331B44'
3898,30/05/13,276150,'REBL470723B14'
3899,10/05/10,414666,'ESLF070709E54'
3900,30/08/15,255938,'ROHL720207H39'
3901,01/04/11,249917,'ESBA090714ESB'
3902,06/04/11,4270,'REVG480525V49'
3903,03/07/10,433789,'SAMA821029S54'
3904,04/12/11,543240,'DUJI660930J31'
3905,16/08/11,394419,'SODA441113D58'
3906,21/07/12,382598,'FUNE450719N43'
3907,10/02/13,254244,'REEE941129REE'
3908,27/09/14,93372,'LOGA601122G2'
3909,15/11/10,445316,'GAPH570721P42'
3910,18/09/11,150041,'VIMA600213M51'
3911,11/08/10,522257,'LEGM620612G45'
3912,26/08/10,6817,'GOLM590527L12'
3913,14/09/16,480979,'BRPM840715B41'
3914,12/03/16,289740,'LOJA650202J32'
3915,24/11/12,545025,'SOME741003S6'
3916,02/04/12,502911,'BER680412BER'
3917,11/04/13,395294,'MOCS971021M55'
3918,12/05/14,107783,'BEMI041105B36'
3919,22/06/16,381861,'PAAG890106P13'
3920,21/07/11,403804,'CRMA940614C27'
3921,05/08/15,388907,'NUFD940403N2'
3922,29/03/13,519024,'UBMH480724M29'
3923,06/12/14,30735,'VIRE560909R23'
3924,07/01/16,285389,'URNP890911N29'
3925,13/10/15,527761,'CRPF520707P5'
3926,30/04/13,145958,'SOOG840505S24'
3927,01/05/14,141029,'ROAO871107R12'
3928,14/09/13,79877,'VAVS880207V55'
3929,18/07/11,280672,'MAGT560927G17'
3930,15/09/12,136883,'DEMR010611D35'
3931,17/07/10,66973,'ROMM490810M4'
3932,05/03/10,313081,'GASA460705S26'
3933,21/03/16,214780,'SOGM070623S8'
3934,22/04/11,551595,'ROSE700203S45'
3935,01/12/16,173905,'MAAE621014A2'
3936,11/07/13,447291,'FLDA841103D39'
3937,27/07/12,47992,'SUDE691105SUD'
3938,03/08/14,93698,'ALCB530213C7'
3939,19/05/16,54910,'DIVR400415V30'
3940,01/04/14,168384,'ARJD790723J30'
3941,14/07/16,254630,'ALMR850918M25'
3942,21/04/12,282527,'SAHL740711S37'
3943,20/01/16,199671,'GOCA721127C45'
3944,27/02/15,373557,'ZUNU870729N14'
3945,20/10/10,273957,'VAOE650918V12'
3946,10/04/12,179876,'JIPV880414P31'
3947,09/08/11,38119,'VENG910823V17'
3948,22/09/14,182383,'REVS791114R12'
3949,13/05/11,377344,'PEL600611PEL'
3950,13/03/13,20265,'MIBN730303M39'
3951,18/07/15,366756,'DOMS950503D22'
3952,10/08/11,409522,'MOMI480408M57'
3953,18/02/15,552055,'MOAA690706A13'
3954,15/08/15,128877,'SACL880621C41'
3955,07/09/12,93754,'ALME641006A5'
3956,09/10/15,279201,'LEAM791005A51'
3957,02/02/11,271211,'CAGC060704C7'
3958,26/04/11,393747,'DECE551127C6'
3959,10/03/15,191707,'LOMJ421120M27'
3960,04/03/12,50182,'SANA560722N20'
3961,20/02/17,435060,'CACA410630C15'
19167,11/05/17,412836,'SOMA840507M39'
19168,05/11/13,79163,'DEAE800509A15'
19169,04/03/16,14669,'SADE070918S20'
19170,15/08/16,547897,'DELI850716L38'
19171,23/07/16,368756,'SOVA891109V56'
19172,30/09/14,552895,'VARV431017R4'
19173,21/01/12,463541,'COSR000426C42'
19174,06/06/13,21443,'PRDM900528PRD'
19175,05/05/13,304577,'NAVA540328V1'
19176,16/03/15,257917,'BANA600812N56'
19177,20/10/13,362633,'ESC980803IUL'
19178,27/02/11,156636,'YENR431020N0'
19179,22/10/16,516145,'HEMG930617H14'
19180,04/05/12,109923,'PECE710406P15'
19181,21/06/12,387402,'FENE790322N30'
19182,01/07/10,291934,'DEJP990223D26'
19183,28/01/13,412366,'AGSJ461009S47'
19184,29/05/14,193808,'MACU840819MAC'
19185,04/09/16,193917,'PINS440830N24'
19186,19/11/13,346128,'PEMI021117P52'
19187,08/01/15,84108,'ARBL660517B8'
19188,07/09/10,8832,'GUPR830423G20'
19189,10/08/11,360452,'PAN820408PAN'
19190,07/08/12,192117,'FUMJ820212M43'
19191,22/12/11,212096,'MOBM830802B37'
19192,10/01/14,489523,'BAPM691007B57'
19193,31/01/15,499516,'ROFA770911ROF'
19194,20/08/11,533288,'NASA740426NAS'
19195,17/08/14,520573,'BEOU770522O43'
19196,15/07/16,185499,'ALDR460815D25'
19197,17/02/11,406918,'NABR681025B56'
19198,02/08/15,34635,'COMU490308M29'
19199,07/07/15,360008,'PRSM790813S43'
19200,10/03/11,463463,'CACC600526C10'
19201,24/03/11,304333,'PRBI490826B59'
